Measure Name,Year,Period,Value
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2010,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2011,Q1,792
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2011,Q2,350.9655172
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2011,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2011,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2012,Q1,510
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2012,Q2,98.16666667
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2012,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2012,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2013,Q1,196.6470588
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2013,Q2,267
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2013,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2013,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2014,Q1,111.0714286
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2014,Q2,95.58823529
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2014,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2014,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2015,Q1,53.68571429
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2015,Q2,79.81818182
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2015,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2015,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2016,Q1,231
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2016,Q2,204
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2016,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2016,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2017,Q1,172.38
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2017,Q2,59
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2017,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2017,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2018,Q1,107.56
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2018,Q2,38.14
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2018,Q3,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2018,Q4,
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2019,Q1,209
HR Number of Summer Job Applications Received per Summer Job Opportunity on Web ,2019,Q2,75.25
HR Total General Job Applications Submitted On-Line,2007,Q1,3882
HR Total General Job Applications Submitted On-Line,2007,Q2,3036
HR Total General Job Applications Submitted On-Line,2007,Q3,3021
HR Total General Job Applications Submitted On-Line,2007,Q4,56
HR Total General Job Applications Submitted On-Line,2008,Q1,5772
HR Total General Job Applications Submitted On-Line,2008,Q2,4936
HR Total General Job Applications Submitted On-Line,2008,Q3,6158
HR Total General Job Applications Submitted On-Line,2008,Q4,6230
HR Total General Job Applications Submitted On-Line,2009,Q1,12568
HR Total General Job Applications Submitted On-Line,2009,Q2,11082
HR Total General Job Applications Submitted On-Line,2009,Q3,12821
HR Total General Job Applications Submitted On-Line,2009,Q4,12117
HR Total General Job Applications Submitted On-Line,2010,Q1,15563
HR Total General Job Applications Submitted On-Line,2010,Q2,12377
HR Total General Job Applications Submitted On-Line,2010,Q3,11221
HR Total General Job Applications Submitted On-Line,2010,Q4,6606
HR Total General Job Applications Submitted On-Line,2011,Q1,10718
HR Total General Job Applications Submitted On-Line,2011,Q2,8893
HR Total General Job Applications Submitted On-Line,2011,Q3,6550
HR Total General Job Applications Submitted On-Line,2011,Q4,5671
HR Total General Job Applications Submitted On-Line,2012,Q1,4031
HR Total General Job Applications Submitted On-Line,2012,Q2,3110
HR Total General Job Applications Submitted On-Line,2012,Q3,2704
HR Total General Job Applications Submitted On-Line,2012,Q4,2148
HR Total General Job Applications Submitted On-Line,2013,Q1,4128
HR Total General Job Applications Submitted On-Line,2013,Q2,535
HR Total General Job Applications Submitted On-Line,2013,Q3,1240
HR Total General Job Applications Submitted On-Line,2013,Q4,2479
HR Total General Job Applications Submitted On-Line,2014,Q1,410
HR Total General Job Applications Submitted On-Line,2014,Q2,412
HR Total General Job Applications Submitted On-Line,2014,Q3,684
HR Total General Job Applications Submitted On-Line,2014,Q4,382
HR Total General Job Applications Submitted On-Line,2015,Q1,2224
HR Total General Job Applications Submitted On-Line,2015,Q2,336
HR Total General Job Applications Submitted On-Line,2015,Q3,949
HR Total General Job Applications Submitted On-Line,2015,Q4,1091
HR Total General Job Applications Submitted On-Line,2016,Q1,2666
HR Total General Job Applications Submitted On-Line,2016,Q2,1572
HR Total General Job Applications Submitted On-Line,2016,Q3,1150
HR Total General Job Applications Submitted On-Line,2016,Q4,785
HR Total General Job Applications Submitted On-Line,2017,Q1,2562
HR Total General Job Applications Submitted On-Line,2017,Q2,1338
HR Total General Job Applications Submitted On-Line,2017,Q3,2306
HR Total General Job Applications Submitted On-Line,2017,Q4,1387
HR Total General Job Applications Submitted On-Line,2018,Q1,2732
HR Total General Job Applications Submitted On-Line,2018,Q2,2843
HR Total General Job Applications Submitted On-Line,2018,Q3,3664
HR Total General Job Applications Submitted On-Line,2018,Q4,2276
HR Total General Job Applications Submitted On-Line,2019,Q1,2522
HR Total General Job Applications Submitted On-Line,2019,Q2,2945
HR Total General Job Applications Submitted On-Line,2019,Q3,3556
Interest on Outstanding Property Tax Accounts,2007,Jan,2291517.51
Interest on Outstanding Property Tax Accounts,2007,Feb,2012128.22
Interest on Outstanding Property Tax Accounts,2007,Mar,1891755.06
Interest on Outstanding Property Tax Accounts,2007,Apr,2189585.07
Interest on Outstanding Property Tax Accounts,2007,May,2369632.03
Interest on Outstanding Property Tax Accounts,2007,Jun,2308574.81
Interest on Outstanding Property Tax Accounts,2007,Jul,2210875.8
Interest on Outstanding Property Tax Accounts,2007,Aug,2472520.21
Interest on Outstanding Property Tax Accounts,2007,Sep,2804850.59
Interest on Outstanding Property Tax Accounts,2007,Oct,3234744.41
Interest on Outstanding Property Tax Accounts,2007,Nov,2744846.66
Interest on Outstanding Property Tax Accounts,2007,Dec,2449212.75
Interest on Outstanding Property Tax Accounts,2008,Jan,2187001.09
Interest on Outstanding Property Tax Accounts,2008,Feb,2045023.36
Interest on Outstanding Property Tax Accounts,2008,Mar,1903617.57
Interest on Outstanding Property Tax Accounts,2008,Apr,2174390.35
Interest on Outstanding Property Tax Accounts,2008,May,2309402.18
Interest on Outstanding Property Tax Accounts,2008,Jun,2544576.81
Interest on Outstanding Property Tax Accounts,2008,Jul,2185852.79
Interest on Outstanding Property Tax Accounts,2008,Aug,2490805.29
Interest on Outstanding Property Tax Accounts,2008,Sep,3067809.4
Interest on Outstanding Property Tax Accounts,2008,Oct,3185312.36
Interest on Outstanding Property Tax Accounts,2008,Nov,2789702.27
Interest on Outstanding Property Tax Accounts,2008,Dec,2551360.34
Interest on Outstanding Property Tax Accounts,2009,Jan,2335733.66
Interest on Outstanding Property Tax Accounts,2009,Feb,2098000
Interest on Outstanding Property Tax Accounts,2009,Mar,1998263.55
Interest on Outstanding Property Tax Accounts,2009,Apr,2306501.65
Interest on Outstanding Property Tax Accounts,2009,May,2569882.98
Interest on Outstanding Property Tax Accounts,2009,Jun,2805466.12
Interest on Outstanding Property Tax Accounts,2009,Jul,2517918.38
Interest on Outstanding Property Tax Accounts,2009,Aug,3164250.17
Interest on Outstanding Property Tax Accounts,2009,Sep,3584619.89
Interest on Outstanding Property Tax Accounts,2009,Oct,3869423.4
Interest on Outstanding Property Tax Accounts,2009,Nov,3453000
Interest on Outstanding Property Tax Accounts,2009,Dec,3104009.16
Interest on Outstanding Property Tax Accounts,2010,Jan,2814353.25
Interest on Outstanding Property Tax Accounts,2010,Feb,2492269.79
Interest on Outstanding Property Tax Accounts,2010,Mar,2278836.68
Interest on Outstanding Property Tax Accounts,2010,Apr,2456719.35
Interest on Outstanding Property Tax Accounts,2010,May,2872276.61
Interest on Outstanding Property Tax Accounts,2010,Jun,3004042.92
Interest on Outstanding Property Tax Accounts,2010,Jul,2661899.69
Interest on Outstanding Property Tax Accounts,2010,Aug,3064089.09
Interest on Outstanding Property Tax Accounts,2010,Sep,3347666.41
Interest on Outstanding Property Tax Accounts,2010,Oct,3853159.89
Interest on Outstanding Property Tax Accounts,2010,Nov,3304284.54
Interest on Outstanding Property Tax Accounts,2010,Dec,2953195.07
Interest on Outstanding Property Tax Accounts,2011,Jan,2714285.22
Interest on Outstanding Property Tax Accounts,2011,Feb,2368994.46
Interest on Outstanding Property Tax Accounts,2011,Mar,2309416.38
Interest on Outstanding Property Tax Accounts,2011,Apr,2628536.31
Interest on Outstanding Property Tax Accounts,2011,May,2819669.75
Interest on Outstanding Property Tax Accounts,2011,Jun,2857101.49
Interest on Outstanding Property Tax Accounts,2011,Jul,2539720.86
Interest on Outstanding Property Tax Accounts,2011,Aug,2837178.44
Interest on Outstanding Property Tax Accounts,2011,Sep,3140224.62
Interest on Outstanding Property Tax Accounts,2011,Oct,3283279.01
Interest on Outstanding Property Tax Accounts,2011,Nov,2945662.84
Interest on Outstanding Property Tax Accounts,2011,Dec,2541860.47
Interest on Outstanding Property Tax Accounts,2012,Jan,2329167.53
Interest on Outstanding Property Tax Accounts,2012,Feb,2112658
Interest on Outstanding Property Tax Accounts,2012,Mar,1935844.79
Interest on Outstanding Property Tax Accounts,2012,Apr,2172010.41
Interest on Outstanding Property Tax Accounts,2012,May,2350769.05
Interest on Outstanding Property Tax Accounts,2012,Jun,2578162.6
Interest on Outstanding Property Tax Accounts,2012,Jul,2254705.05
Interest on Outstanding Property Tax Accounts,2012,Aug,2507134.63
Interest on Outstanding Property Tax Accounts,2012,Sep,2833986.35
Interest on Outstanding Property Tax Accounts,2012,Oct,3138497.46
Interest on Outstanding Property Tax Accounts,2012,Nov,2705381.43
Interest on Outstanding Property Tax Accounts,2012,Dec,2427458.82
Interest on Outstanding Property Tax Accounts,2013,Jan,2197510.47
Interest on Outstanding Property Tax Accounts,2013,Feb,1959845.43
Interest on Outstanding Property Tax Accounts,2013,Mar,1898471.89
Interest on Outstanding Property Tax Accounts,2013,Apr,2225002.69
Interest on Outstanding Property Tax Accounts,2013,May,2356676.73
Interest on Outstanding Property Tax Accounts,2013,Jun,2661854.4
Interest on Outstanding Property Tax Accounts,2013,Jul,2306370.21
Interest on Outstanding Property Tax Accounts,2013,Aug,2484816.64
Interest on Outstanding Property Tax Accounts,2013,Sep,2846020.89
Interest on Outstanding Property Tax Accounts,2013,Oct,3076417.16
Interest on Outstanding Property Tax Accounts,2013,Nov,2748743.98
Interest on Outstanding Property Tax Accounts,2013,Dec,2585870.6
Interest on Outstanding Property Tax Accounts,2014,Jan,2302476.22
Interest on Outstanding Property Tax Accounts,2014,Feb,2135408.72
Interest on Outstanding Property Tax Accounts,2014,Mar,2051957.02
Interest on Outstanding Property Tax Accounts,2014,Apr,2218953.86
Interest on Outstanding Property Tax Accounts,2014,May,2452542.19
Interest on Outstanding Property Tax Accounts,2014,Jun,2656541.71
Interest on Outstanding Property Tax Accounts,2014,Jul,2328229.93
Interest on Outstanding Property Tax Accounts,2014,Aug,2624176.08
Interest on Outstanding Property Tax Accounts,2014,Sep,3061732.37
Interest on Outstanding Property Tax Accounts,2014,Oct,3148215.61
Interest on Outstanding Property Tax Accounts,2014,Nov,2877517.59
Interest on Outstanding Property Tax Accounts,2014,Dec,2632582.79
Interest on Outstanding Property Tax Accounts,2015,Jan,2457579.63
Interest on Outstanding Property Tax Accounts,2015,Feb,2258221.85
Interest on Outstanding Property Tax Accounts,2015,Mar,2015924.13
Interest on Outstanding Property Tax Accounts,2015,Apr,2255854.45
Interest on Outstanding Property Tax Accounts,2015,May,2493065.96
Interest on Outstanding Property Tax Accounts,2015,Jun,2843027.07
Interest on Outstanding Property Tax Accounts,2015,Jul,2425859.1
Interest on Outstanding Property Tax Accounts,2015,Aug,2796852.1
Interest on Outstanding Property Tax Accounts,2015,Sep,3072383.46
Interest on Outstanding Property Tax Accounts,2015,Oct,3330000
Interest on Outstanding Property Tax Accounts,2015,Nov,2978000
Interest on Outstanding Property Tax Accounts,2015,Dec,2716000
Interest on Outstanding Property Tax Accounts,2016,Jan,2432000
Interest on Outstanding Property Tax Accounts,2016,Feb,2182000
Interest on Outstanding Property Tax Accounts,2016,Mar,2021000
Interest on Outstanding Property Tax Accounts,2016,Apr,2397000
Interest on Outstanding Property Tax Accounts,2016,May,2650000
Interest on Outstanding Property Tax Accounts,2016,Jun,2749000
Interest on Outstanding Property Tax Accounts,2016,Jul,2370000
Interest on Outstanding Property Tax Accounts,2016,Aug,2862000
Interest on Outstanding Property Tax Accounts,2016,Sep,3124000
Interest on Outstanding Property Tax Accounts,2016,Oct,3421000
Interest on Outstanding Property Tax Accounts,2016,Nov,3021000
Interest on Outstanding Property Tax Accounts,2016,Dec,2703000
Interest on Outstanding Property Tax Accounts,2017,Jan,2579443.71
Interest on Outstanding Property Tax Accounts,2017,Feb,2390888.98
Interest on Outstanding Property Tax Accounts,2017,Mar,2181181.08
Interest on Outstanding Property Tax Accounts,2017,Apr,2566487
Interest on Outstanding Property Tax Accounts,2017,May,2778077
Interest on Outstanding Property Tax Accounts,2017,Jun,2987443
Interest on Outstanding Property Tax Accounts,2017,Jul,2674100
Interest on Outstanding Property Tax Accounts,2017,Aug,3059667
Interest on Outstanding Property Tax Accounts,2017,Sep,3347847
Interest on Outstanding Property Tax Accounts,2017,Oct,3623634
Interest on Outstanding Property Tax Accounts,2017,Nov,3190773
Interest on Outstanding Property Tax Accounts,2017,Dec,2954228
Interest on Outstanding Property Tax Accounts,2018,Jan,2710015
Interest on Outstanding Property Tax Accounts,2018,Feb,2405018
Interest on Outstanding Property Tax Accounts,2018,Mar,2178861
Interest on Outstanding Property Tax Accounts,2018,Apr,2554599
Interest on Outstanding Property Tax Accounts,2018,May,2771793
Interest on Outstanding Property Tax Accounts,2018,Jun,3052719
Interest on Outstanding Property Tax Accounts,2018,Jul,2564694
Interest on Outstanding Property Tax Accounts,2018,Aug,2902494
Interest on Outstanding Property Tax Accounts,2018,Sep,3312989
Interest on Outstanding Property Tax Accounts,2018,Oct,3588554
Interest on Outstanding Property Tax Accounts,2018,Nov,3045796
Interest on Outstanding Property Tax Accounts,2018,Dec,2846931
Interest on Outstanding Property Tax Accounts,2019,Jan,2578729
Interest on Outstanding Property Tax Accounts,2019,Feb,2320673
Interest on Outstanding Property Tax Accounts,2019,Mar,2112667
Interest on Outstanding Property Tax Accounts,2019,Apr,2584709
Interest on Outstanding Property Tax Accounts,2019,May,2793967
Interest on Outstanding Property Tax Accounts,2019,Jun,2977001
Interest on Outstanding Property Tax Accounts,2019,Jul,2553720
Interest on Outstanding Property Tax Accounts,2019,Aug,2957918
Interest on Outstanding Property Tax Accounts,2019,Sep,3445968
Interest on Outstanding Property Tax Accounts,2019,Oct,3707110
Interest on Outstanding Property Tax Accounts,2019,Nov,3238582
Interest on Outstanding Property Tax Accounts,2019,Dec,2910113
Interest on Outstanding Property Tax Accounts,2020,Jan,2624000
Interest on Outstanding Property Tax Accounts,2020,Feb,2506000
Interest on Outstanding Property Tax Accounts,2020,Mar,2289000
TTC Ridership Revenues,2007,Jan,70600000
TTC Ridership Revenues,2007,Feb,60600000
TTC Ridership Revenues,2007,Mar,73400000
TTC Ridership Revenues,2007,Apr,60300000
TTC Ridership Revenues,2007,May,57100000
TTC Ridership Revenues,2007,Jun,73100000
TTC Ridership Revenues,2007,Jul,57000000
TTC Ridership Revenues,2007,Aug,55400000
TTC Ridership Revenues,2007,Sep,78100000
TTC Ridership Revenues,2007,Oct,61300000
TTC Ridership Revenues,2007,Nov,65600000
TTC Ridership Revenues,2007,Dec,62200000
TTC Ridership Revenues,2008,Jan,72700000
TTC Ridership Revenues,2008,Feb,64900000
TTC Ridership Revenues,2008,Mar,79900000
TTC Ridership Revenues,2008,Apr,60700000
TTC Ridership Revenues,2008,May,62400000
TTC Ridership Revenues,2008,Jun,79000000
TTC Ridership Revenues,2008,Jul,62800000
TTC Ridership Revenues,2008,Aug,61700000
TTC Ridership Revenues,2008,Sep,84900000
TTC Ridership Revenues,2008,Oct,67400000
TTC Ridership Revenues,2008,Nov,70200000
TTC Ridership Revenues,2008,Dec,70400000
TTC Ridership Revenues,2009,Jan,69300000
TTC Ridership Revenues,2009,Feb,66100000
TTC Ridership Revenues,2009,Mar,81200000
TTC Ridership Revenues,2009,Apr,63900000
TTC Ridership Revenues,2009,May,63500000
TTC Ridership Revenues,2009,Jun,78100000
TTC Ridership Revenues,2009,Jul,61300000
TTC Ridership Revenues,2009,Aug,60100000
TTC Ridership Revenues,2009,Sep,83700000
TTC Ridership Revenues,2009,Oct,66700000
TTC Ridership Revenues,2009,Nov,68500000
TTC Ridership Revenues,2009,Dec,72500000
TTC Ridership Revenues,2010,Jan,72200000
TTC Ridership Revenues,2010,Feb,71200000
TTC Ridership Revenues,2010,Mar,87300000
TTC Ridership Revenues,2010,Apr,71700000
TTC Ridership Revenues,2010,May,70100000
TTC Ridership Revenues,2010,Jun,86600000
TTC Ridership Revenues,2010,Jul,69700000
TTC Ridership Revenues,2010,Aug,66900000
TTC Ridership Revenues,2010,Sep,93400000
TTC Ridership Revenues,2010,Oct,75400000
TTC Ridership Revenues,2010,Nov,77500000
TTC Ridership Revenues,2010,Dec,87300000
TTC Ridership Revenues,2011,Jan,75300000
TTC Ridership Revenues,2011,Feb,75500000
TTC Ridership Revenues,2011,Mar,93600000
TTC Ridership Revenues,2011,Apr,73900000
TTC Ridership Revenues,2011,May,74100000
TTC Ridership Revenues,2011,Jun,92400000
TTC Ridership Revenues,2011,Jul,72500000
TTC Ridership Revenues,2011,Aug,68200000
TTC Ridership Revenues,2011,Sep,96500000
TTC Ridership Revenues,2011,Oct,77500000
TTC Ridership Revenues,2011,Nov,79600000
TTC Ridership Revenues,2011,Dec,90800000
TTC Ridership Revenues,2012,Jan,75500000
TTC Ridership Revenues,2012,Feb,79300000
TTC Ridership Revenues,2012,Mar,99100000
TTC Ridership Revenues,2012,Apr,77700000
TTC Ridership Revenues,2012,May,76700000
TTC Ridership Revenues,2012,Jun,98800000
TTC Ridership Revenues,2012,Jul,74700000
TTC Ridership Revenues,2012,Aug,72500000
TTC Ridership Revenues,2012,Sep,101500000
TTC Ridership Revenues,2012,Oct,80100000
TTC Ridership Revenues,2012,Nov,83200000
TTC Ridership Revenues,2012,Dec,98500000
TTC Ridership Revenues,2013,Jan,93200000
TTC Ridership Revenues,2013,Feb,83400000
TTC Ridership Revenues,2013,Mar,101600000
TTC Ridership Revenues,2013,Apr,82100000
TTC Ridership Revenues,2013,May,79400000
TTC Ridership Revenues,2013,Jun,100000000
TTC Ridership Revenues,2013,Jul,77700000
TTC Ridership Revenues,2013,Aug,76100000
TTC Ridership Revenues,2013,Sep,106100000
TTC Ridership Revenues,2013,Oct,82900000
TTC Ridership Revenues,2013,Nov,86400000
TTC Ridership Revenues,2013,Dec,83200000
TTC Ridership Revenues,2014,Jan,92200000
TTC Ridership Revenues,2014,Feb,86700000
TTC Ridership Revenues,2014,Mar,105500000
TTC Ridership Revenues,2014,Apr,82800000
TTC Ridership Revenues,2014,May,82500000
TTC Ridership Revenues,2014,Jun,102600000
TTC Ridership Revenues,2014,Jul,80900000
TTC Ridership Revenues,2014,Aug,79000000
TTC Ridership Revenues,2014,Sep,109800000
TTC Ridership Revenues,2014,Oct,85900000
TTC Ridership Revenues,2014,Nov,90300000
TTC Ridership Revenues,2014,Dec,88300000
TTC Ridership Revenues,2015,Jan,90600000
TTC Ridership Revenues,2015,Feb,87600000
TTC Ridership Revenues,2015,Mar,105900000
TTC Ridership Revenues,2015,Apr,86400000
TTC Ridership Revenues,2015,May,84800000
TTC Ridership Revenues,2015,Jun,104300000
TTC Ridership Revenues,2015,Jul,82100000
TTC Ridership Revenues,2015,Aug,79700000
TTC Ridership Revenues,2015,Sep,111800000
TTC Ridership Revenues,2015,Oct,87600000
TTC Ridership Revenues,2015,Nov,90800000
TTC Ridership Revenues,2015,Dec,95700000
TTC Ridership Revenues,2016,Jan,90800000
TTC Ridership Revenues,2016,Feb,87800000
TTC Ridership Revenues,2016,Mar,106800000
TTC Ridership Revenues,2016,Apr,89200000
TTC Ridership Revenues,2016,May,86000000
TTC Ridership Revenues,2016,Jun,106600000
TTC Ridership Revenues,2016,Jul,85000000
TTC Ridership Revenues,2016,Aug,80000000
TTC Ridership Revenues,2016,Sep,112700000
TTC Ridership Revenues,2016,Oct,89300000
TTC Ridership Revenues,2016,Nov,91500000
TTC Ridership Revenues,2016,Dec,100100000
TTC Ridership Revenues,2017,Jan,85700000
TTC Ridership Revenues,2017,Feb,92100000
TTC Ridership Revenues,2017,Mar,112700000
TTC Ridership Revenues,2017,Apr,90900000
TTC Ridership Revenues,2017,May,87500000
TTC Ridership Revenues,2017,Jun,113700000
TTC Ridership Revenues,2017,Jul,86900000
TTC Ridership Revenues,2017,Aug,84000000
TTC Ridership Revenues,2017,Sep,117200000
TTC Ridership Revenues,2017,Oct,91600000
TTC Ridership Revenues,2017,Nov,93700000
TTC Ridership Revenues,2017,Dec,107000000
TTC Ridership Revenues,2018,Jan,107289000
TTC Ridership Revenues,2018,Feb,93054000
TTC Ridership Revenues,2018,Mar,112156000
TTC Ridership Revenues,2018,Apr,91403000
TTC Ridership Revenues,2018,May,88900000
TTC Ridership Revenues,2018,Jun,111220000
TTC Ridership Revenues,2018,Jul,87152000
TTC Ridership Revenues,2018,Aug,82718000
TTC Ridership Revenues,2018,Sep,94911000
TTC Ridership Revenues,2018,Oct,90994000
TTC Ridership Revenues,2018,Nov,117691000
TTC Ridership Revenues,2018,Dec,84560000
TTC Ridership Revenues,2019,Jan,101306000
TTC Ridership Revenues,2019,Feb,87963000
TTC Ridership Revenues,2019,Mar,114168000
TTC Ridership Revenues,2019,Apr,89577000
TTC Ridership Revenues,2019,May,90447000
TTC Ridership Revenues,2019,Jun,114193000
TTC Ridership Revenues,2019,Jul,89803000
TTC Ridership Revenues,2019,Aug,86666000
TTC Ridership Revenues,2019,Sep,122355000
TTC Ridership Revenues,2019,Oct,94656000
TTC Ridership Revenues,2019,Nov,99089000
TTC Ridership Revenues,2019,Dec,93543000
TTC Ridership Revenues,2020,Jan,103040000
TTC Ridership Revenues,2020,Feb,92443000
TTC Ridership Revenues,2020,Mar,71323000
TTC Ridership Revenues,2020,Apr,13663000
TTC Ridership Revenues,2020,May,14087000
TTC Ridership Revenues,2020,Jun,24823000
Water Revenues Billed for all Water Customers,2007,Jan,40005315.89
Water Revenues Billed for all Water Customers,2007,Feb,43542901.8
Water Revenues Billed for all Water Customers,2007,Mar,48966521.21
Water Revenues Billed for all Water Customers,2007,Apr,38905966.42
Water Revenues Billed for all Water Customers,2007,May,65589748.91
Water Revenues Billed for all Water Customers,2007,Jun,42999027.92
Water Revenues Billed for all Water Customers,2007,Jul,45101790.11
Water Revenues Billed for all Water Customers,2007,Aug,62573159.75
Water Revenues Billed for all Water Customers,2007,Sep,49876521.23
Water Revenues Billed for all Water Customers,2007,Oct,47729151.74
Water Revenues Billed for all Water Customers,2007,Nov,58111830.26
Water Revenues Billed for all Water Customers,2007,Dec,42440413.34
Water Revenues Billed for all Water Customers,2008,Jan,54478318.08
Water Revenues Billed for all Water Customers,2008,Feb,45501804.56
Water Revenues Billed for all Water Customers,2008,Mar,45473180.13
Water Revenues Billed for all Water Customers,2008,Apr,47975580.22
Water Revenues Billed for all Water Customers,2008,May,68981943.59
Water Revenues Billed for all Water Customers,2008,Jun,49439569.56
Water Revenues Billed for all Water Customers,2008,Jul,57200792.51
Water Revenues Billed for all Water Customers,2008,Aug,46694980.92
Water Revenues Billed for all Water Customers,2008,Sep,52790687.07
Water Revenues Billed for all Water Customers,2008,Oct,60501097.95
Water Revenues Billed for all Water Customers,2008,Nov,51765397.61
Water Revenues Billed for all Water Customers,2008,Dec,35678021.23
Water Revenues Billed for all Water Customers,2009,Jan,59870870.63
Water Revenues Billed for all Water Customers,2009,Feb,51759000
Water Revenues Billed for all Water Customers,2009,Mar,48574474.71
Water Revenues Billed for all Water Customers,2009,Apr,55620989.35
Water Revenues Billed for all Water Customers,2009,May,55580000
Water Revenues Billed for all Water Customers,2009,Jun,54148624.32
Water Revenues Billed for all Water Customers,2009,Jul,62650047.94
Water Revenues Billed for all Water Customers,2009,Aug,55111496.86
Water Revenues Billed for all Water Customers,2009,Sep,51866731.34
Water Revenues Billed for all Water Customers,2009,Oct,53772411.08
Water Revenues Billed for all Water Customers,2009,Nov,48844763.84
Water Revenues Billed for all Water Customers,2009,Dec,55315508
Water Revenues Billed for all Water Customers,2010,Jan,61680848.93
Water Revenues Billed for all Water Customers,2010,Feb,52559772.99
Water Revenues Billed for all Water Customers,2010,Mar,58551469.09
Water Revenues Billed for all Water Customers,2010,Apr,51394578.7
Water Revenues Billed for all Water Customers,2010,May,61040105.75
Water Revenues Billed for all Water Customers,2010,Jun,65085582.79
Water Revenues Billed for all Water Customers,2010,Jul,60947960.2
Water Revenues Billed for all Water Customers,2010,Aug,56811834.55
Water Revenues Billed for all Water Customers,2010,Sep,80426652.81
Water Revenues Billed for all Water Customers,2010,Oct,57105419.71
Water Revenues Billed for all Water Customers,2010,Nov,58722184.47
Water Revenues Billed for all Water Customers,2010,Dec,58099116
Water Revenues Billed for all Water Customers,2011,Jan,53743665.66
Water Revenues Billed for all Water Customers,2011,Feb,49132608.94
Water Revenues Billed for all Water Customers,2011,Mar,69186219.79
Water Revenues Billed for all Water Customers,2011,Apr,53466769.05
Water Revenues Billed for all Water Customers,2011,May,57194519.45
Water Revenues Billed for all Water Customers,2011,Jun,58417058.05
Water Revenues Billed for all Water Customers,2011,Jul,66679617.44
Water Revenues Billed for all Water Customers,2011,Aug,57854438.45
Water Revenues Billed for all Water Customers,2011,Sep,87341487.32
Water Revenues Billed for all Water Customers,2011,Oct,60169301.1
Water Revenues Billed for all Water Customers,2011,Nov,66816594.94
Water Revenues Billed for all Water Customers,2011,Dec,66875457.67
Water Revenues Billed for all Water Customers,2012,Jan,53204471.49
Water Revenues Billed for all Water Customers,2012,Feb,66750796.45
Water Revenues Billed for all Water Customers,2012,Mar,80901845.63
Water Revenues Billed for all Water Customers,2012,Apr,56854662.4
Water Revenues Billed for all Water Customers,2012,May,70402632.43
Water Revenues Billed for all Water Customers,2012,Jun,69077881.84
Water Revenues Billed for all Water Customers,2012,Jul,70791493.59
Water Revenues Billed for all Water Customers,2012,Aug,81214978.99
Water Revenues Billed for all Water Customers,2012,Sep,71318249.22
Water Revenues Billed for all Water Customers,2012,Oct,74168860.4
Water Revenues Billed for all Water Customers,2012,Nov,75985175.74
Water Revenues Billed for all Water Customers,2012,Dec,52375493.19
Water Revenues Billed for all Water Customers,2013,Jan,92037723.52
Water Revenues Billed for all Water Customers,2013,Feb,68469484.63
Water Revenues Billed for all Water Customers,2013,Mar,62393857.32
Water Revenues Billed for all Water Customers,2013,Apr,62078990.6
Water Revenues Billed for all Water Customers,2013,May,77649005.08
Water Revenues Billed for all Water Customers,2013,Jun,73313336.6
Water Revenues Billed for all Water Customers,2013,Jul,64155614.96
Water Revenues Billed for all Water Customers,2013,Aug,86017108.7
Water Revenues Billed for all Water Customers,2013,Sep,93075021.46
Water Revenues Billed for all Water Customers,2013,Oct,89933263.3
